@id,system:index,feature_id,id,landuse,year,crop_Month_01,crop_Month_02,crop_Month_03,crop_Month_04,crop_Month_05,crop_Month_06,crop_Month_07,crop_Month_08,crop_Month_09,crop_Month_10,crop_Month_11,crop_Month_12,sum_Month_01,sum_Month_02,sum_Month_03,sum_Month_04,sum_Month_05,sum_Month_06,sum_Month_07,sum_Month_08,sum_Month_09,sum_Month_10,sum_Month_11,sum_Month_12
way/1097275342,0_000000000000000000b3,000000000000000000b3,way/1097275342,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/1097275343,0_000000000000000000b4,000000000000000000b4,way/1097275343,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/1189000162,0_000000000000000000b5,000000000000000000b5,way/1189000162,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/1189000490,0_000000000000000000b6,000000000000000000b6,way/1189000490,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/1189000491,0_000000000000000000b7,000000000000000000b7,way/1189000491,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/1189002593,0_000000000000000000b8,000000000000000000b8,way/1189002593,farmland,2000,,,,,,,,,,,,,0.0275494491352754,0.035280725067737,0.0720761878817689,0.491769068848853,0.0451319918912999,0.0,0.0261432311114142,0.0312580697676714,0.0,0.1864984848920036,1.2807995366115197,0.5056751176422718
way/1189002594,0_000000000000000000b9,000000000000000000b9,way/1189002594,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/1189002596,0_000000000000000000ba,000000000000000000ba,way/1189002596,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/1189003166,0_000000000000000000bb,000000000000000000bb,way/1189003166,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/1189003167,0_000000000000000000bc,000000000000000000bc,way/1189003167,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/1194723986,0_000000000000000000bd,000000000000000000bd,way/1194723986,farmland,2000,Citrus,Citrus,Citrus,Citrus,Citrus,Citrus,Citrus,Citrus,Citrus,Citrus,Citrus,Citrus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/492807117,0_00000000000000000002,00000000000000000002,way/492807117,farmland,2000,corn;cereal,corn;cereal,corn;cereal,corn;cereal,corn;cereal,corn;cereal,corn;cereal,corn;cereal,corn;cereal,corn;cereal,corn;cereal,corn;cereal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/492807893,0_00000000000000000003,00000000000000000003,way/492807893,farmland,2000,cereal;field_cropland,cereal;field_cropland,cereal;field_cropland,cereal;field_cropland,cereal;field_cropland,cereal;field_cropland,cereal;field_cropland,cereal;field_cropland,cereal;field_cropland,cereal;field_cropland,cereal;field_cropland,cereal;field_cropland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/492810929,0_00000000000000000004,00000000000000000004,way/492810929,farmland,2000,field_cropland,field_cropland,field_cropland,field_cropland,field_cropland,field_cropland,field_cropland,field_cropland,field_cropland,field_cropland,field_cropland,field_cropland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/571414747,0_00000000000000000005,00000000000000000005,way/571414747,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/571416482,0_00000000000000000006,00000000000000000006,way/571416482,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/571416500,0_00000000000000000007,00000000000000000007,way/571416500,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/571416502,0_00000000000000000008,00000000000000000008,way/571416502,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/571416503,0_00000000000000000009,00000000000000000009,way/571416503,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/571416505,0_0000000000000000000a,0000000000000000000a,way/571416505,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/571416506,0_0000000000000000000b,0000000000000000000b,way/571416506,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/571838768,0_0000000000000000000c,0000000000000000000c,way/571838768,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/571838770,0_0000000000000000000d,0000000000000000000d,way/571838770,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/571838777,0_0000000000000000000e,0000000000000000000e,way/571838777,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/571838779,0_0000000000000000000f,0000000000000000000f,way/571838779,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/571838780,0_00000000000000000010,00000000000000000010,way/571838780,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/571838781,0_00000000000000000011,00000000000000000011,way/571838781,farmland,2000,,,,,,,,,,,,,0.0283410764208026,0.0265640707576976,0.1014557483149509,0.4416229734233781,0.0545002469829484,0.0283348130244834,0.0,0.0211920046338848,0.0201095955044615,0.1208117503745883,0.8461753097234987,0.4430223539763805
way/571840185,0_00000000000000000012,00000000000000000012,way/571840185,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/571840200,0_00000000000000000013,00000000000000000013,way/571840200,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/571840208,0_00000000000000000014,00000000000000000014,way/571840208,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/571840210,0_00000000000000000015,00000000000000000015,way/571840210,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/572359569,0_00000000000000000016,00000000000000000016,way/572359569,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/572359573,0_00000000000000000017,00000000000000000017,way/572359573,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/572359577,0_00000000000000000018,00000000000000000018,way/572359577,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/572359586,0_00000000000000000019,00000000000000000019,way/572359586,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/578369429,0_0000000000000000001a,0000000000000000001a,way/578369429,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/578369430,0_0000000000000000001b,0000000000000000001b,way/578369430,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/582492062,0_0000000000000000001c,0000000000000000001c,way/582492062,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/582492066,0_0000000000000000001d,0000000000000000001d,way/582492066,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/582500803,0_0000000000000000001e,0000000000000000001e,way/582500803,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/582500805,0_0000000000000000001f,0000000000000000001f,way/582500805,farmland,2000,,,,,,,,,,,,,0.0353239657832127,0.0348366293252683,0.1343517415663775,0.5436994664809283,0.0676526022892372,0.0509360388213512,0.0239113069048114,0.0385935353297813,0.0268044677435183,0.1577508159712249,1.0131717008702894,0.5278219297820447
way/582500807,0_00000000000000000020,00000000000000000020,way/582500807,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/582500808,0_00000000000000000021,00000000000000000021,way/582500808,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/582501004,0_00000000000000000022,00000000000000000022,way/582501004,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/585097422,0_00000000000000000023,00000000000000000023,way/585097422,farmland,2000,fruits,fruits,fruits,fruits,fruits,fruits,fruits,fruits,fruits,fruits,fruits,fruits,0.0284298008563471,0.0271212143056532,0.0916301203709022,0.4906110763549804,0.0566021348915848,0.0316947946361466,0.0221808096941779,0.0278135954164991,0.0207300504048665,0.1292601043102788,0.8803586922439874,0.4292016945633233
way/585340659,0_00000000000000000024,00000000000000000024,way/585340659,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/585340660,0_00000000000000000025,00000000000000000025,way/585340660,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/585340662,0_00000000000000000026,00000000000000000026,way/585340662,farmland,2000,,,,,,,,,,,,,0.0298079172770182,0.0277371757170733,0.1009485730937883,0.5047407823450425,0.0541176160176595,0.0333931221681482,0.0215306216595219,0.0294874079087201,0.0209775849884631,0.135051689895929,0.9010634478400736,0.4038287817263136
way/585340663,0_00000000000000000027,00000000000000000027,way/585340663,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/585340664,0_00000000000000000028,00000000000000000028,way/585340664,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/585340665,0_00000000000000000029,00000000000000000029,way/585340665,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/585340666,0_0000000000000000002a,0000000000000000002a,way/585340666,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/827847118,0_0000000000000000002b,0000000000000000002b,way/827847118,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/827847133,0_0000000000000000002c,0000000000000000002c,way/827847133,farmland,2000,,,,,,,,,,,,,0.0304620209862204,0.0265872450435862,0.1565163855459176,0.3841995912439683,0.0645705316580978,0.0,0.0,0.0,0.0,0.1060112205206179,0.6588586171468099,0.5131502525479186
way/827847135,0_0000000000000000002d,0000000000000000002d,way/827847135,farmland,2000,,,,,,,,,,,,,0.0304620209862204,0.0265872450435862,0.1565163855459176,0.3841995912439683,0.0645705316580978,0.0,0.0,0.0,0.0,0.1060112205206179,0.6588586171468099,0.5131502525479186
way/827847136,0_0000000000000000002e,0000000000000000002e,way/827847136,farmland,2000,,,,,,,,,,,,,0.0304620209862204,0.0265872450435862,0.1565163855459176,0.3841995912439683,0.0645705316580978,0.0,0.0,0.0,0.0,0.1060112205206179,0.6588586171468099,0.5131502525479186
way/827847137,0_0000000000000000002f,0000000000000000002f,way/827847137,farmland,2000,,,,,,,,,,,,,0.0304620209862204,0.0265872450435862,0.1565163855459176,0.3841995912439683,0.0645705316580978,0.0,0.0,0.0,0.0,0.1060112205206179,0.6588586171468099,0.5131502525479186
way/827847138,0_00000000000000000030,00000000000000000030,way/827847138,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/827847140,0_00000000000000000031,00000000000000000031,way/827847140,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/827847142,0_00000000000000000032,00000000000000000032,way/827847142,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/827847143,0_00000000000000000033,00000000000000000033,way/827847143,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/827847146,0_00000000000000000034,00000000000000000034,way/827847146,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/830382691,0_00000000000000000035,00000000000000000035,way/830382691,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/830382692,0_00000000000000000036,00000000000000000036,way/830382692,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/830382699,0_00000000000000000037,00000000000000000037,way/830382699,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/830402251,0_00000000000000000038,00000000000000000038,way/830402251,farmland,2000,,,,,,,,,,,,,0.1651418966405532,0.1205055096570183,0.5533641142003677,1.90984884149888,0.2322846805348115,0.0,0.0,0.0,0.0,0.3808160669663373,4.036780637853286,3.551159578211167
way/848924174,0_00000000000000000039,00000000000000000039,way/848924174,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/849366800,0_0000000000000000003a,0000000000000000003a,way/849366800,farmland,2000,,,,,,,,,,,,,0.021844679701562,0.0,0.1300259870641371,0.3578767439898322,0.0510745992847517,0.0,0.0,0.0,0.0,0.0612674787932751,0.766460594476438,0.7637647329592238
way/849838178,0_0000000000000000003b,0000000000000000003b,way/849838178,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/849838179,0_0000000000000000003c,0000000000000000003c,way/849838179,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/849838180,0_0000000000000000003d,0000000000000000003d,way/849838180,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/849838181,0_0000000000000000003e,0000000000000000003e,way/849838181,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/849838182,0_0000000000000000003f,0000000000000000003f,way/849838182,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/849838183,0_00000000000000000040,00000000000000000040,way/849838183,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/849838184,0_00000000000000000041,00000000000000000041,way/849838184,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/849838185,0_00000000000000000042,00000000000000000042,way/849838185,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/849838186,0_00000000000000000043,00000000000000000043,way/849838186,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/849838187,0_00000000000000000044,00000000000000000044,way/849838187,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/849838188,0_00000000000000000045,00000000000000000045,way/849838188,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/849838189,0_00000000000000000046,00000000000000000046,way/849838189,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/849838190,0_00000000000000000047,00000000000000000047,way/849838190,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/850196609,0_00000000000000000048,00000000000000000048,way/850196609,farmland,2000,,,,,,,,,,,,,0.0220966390534943,0.0207589425292669,0.1990935905306947,0.4791250191482843,0.056694070965636,0.0235931522705975,0.0314189162908815,0.0455919041353113,0.0368147139455757,0.0647658852969898,0.8423705157111673,0.7644603916243011
way/850217478,0_00000000000000000049,00000000000000000049,way/850217478,farmland,2000,,,,,,,,,,,,,0.029528512206732,0.0284374265109791,0.0943750699361165,0.4133945091097962,0.0519150743297502,0.0218391175363578,0.0,0.0,0.0,0.1249327341715494,0.93838555579092,0.4756333519430721
way/850221362,0_0000000000000000004a,0000000000000000004a,way/850221362,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/850221364,0_0000000000000000004b,0000000000000000004b,way/850221364,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/850221365,0_0000000000000000004c,0000000000000000004c,way/850221365,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/850221368,0_0000000000000000004d,0000000000000000004d,way/850221368,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/850221369,0_0000000000000000004e,0000000000000000004e,way/850221369,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/850221370,0_0000000000000000004f,0000000000000000004f,way/850221370,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/850221372,0_00000000000000000050,00000000000000000050,way/850221372,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/850221373,0_00000000000000000051,00000000000000000051,way/850221373,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/850221374,0_00000000000000000052,00000000000000000052,way/850221374,farmland,2000,,,,,,,,,,,,,0.029528512206732,0.0284374265109791,0.0943750699361165,0.4133945091097962,0.0519150743297502,0.0218391175363578,0.0,0.0,0.0,0.1249327341715494,0.93838555579092,0.4756333519430721
way/850221377,0_00000000000000000053,00000000000000000053,way/850221377,farmland,2000,,,,,,,,,,,,,0.029528512206732,0.0284374265109791,0.0943750699361165,0.4133945091097962,0.0519150743297502,0.0218391175363578,0.0,0.0,0.0,0.1249327341715494,0.93838555579092,0.4756333519430721
way/850221378,0_00000000000000000054,00000000000000000054,way/850221378,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/850661503,0_00000000000000000055,00000000000000000055,way/850661503,farmland,2000,,,,,,,,,,,,,0.065534039104686,0.0,0.3900779611924115,1.0736302319694968,0.1532237978542552,0.0,0.0,0.0,0.0,0.1838024363798253,2.299381783429314,2.291294198877671
way/850661511,0_00000000000000000056,00000000000000000056,way/850661511,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/850661512,0_00000000000000000057,00000000000000000057,way/850661512,farmland,2000,,,,,,,,,,,,,0.021844679701562,0.0,0.1300259870641371,0.3578767439898322,0.0510745992847517,0.0,0.0,0.0,0.0,0.0612674787932751,0.766460594476438,0.7637647329592238
way/850661513,0_00000000000000000058,00000000000000000058,way/850661513,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/850661514,0_00000000000000000059,00000000000000000059,way/850661514,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/850661515,0_0000000000000000005a,0000000000000000005a,way/850661515,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/850661516,0_0000000000000000005b,0000000000000000005b,way/850661516,farmland,2000,,,,,,,,,,,,,0.1601230144500732,0.0,0.8731511321722292,2.4588896433512373,0.3228420079923143,0.0,0.0,0.0,0.0,0.3837062499102424,5.180368000853296,5.278508171380734
way/850793064,0_0000000000000000005c,0000000000000000005c,way/850793064,farmland,2000,,,,,,,,,,,,,0.043689359403124,0.0,0.2600519741282743,0.7157534879796645,0.1021491985695034,0.0,0.0,0.0,0.0,0.1225349575865502,1.532921188952876,1.5275294659184475
way/850794320,0_0000000000000000005d,0000000000000000005d,way/850794320,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
way/850804673,0_0000000000000000005e,0000000000000000005e,way/850804673,farmland,2000,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
